Time_s;Displacement_mm;Stretch;Force_N
0.0020000000949949;3.068252e-05;1.00000122241116;0.21088688
0.0120000001043081;0.0003068252;1.00001222411155;0.21000941
0.0219999998807907;0.0010329782;1.00004115450996;0.2103019
0.0320000015199184;0.0013602584;1.00005419356175;0.21088688
0.0419999994337559;0.0019943637;1.00007945672112;0.21234936
0.0520000010728836;0.002403464;1.00009575553785;0.21234936
0.061999998986721;0.0027921093;1.00011123941434;0.21381181
0.0719999969005585;0.0034773524;1.00013853993626;0.21439679
0.0820000022649765;0.0039785;1.0001585059761;0.21527426
0.0920000001788139;0.004254643;1.00016950768924;0.21498178
0.101999998092651;0.005134208;1.00020455011952;0.21673673
0.112000003457069;0.0053387587;1.0002126995498;0.21644424
0.122000001370907;0.0058603617;1.00023348054582;0.21761422
0.131999999284744;0.006637652;1.00026444828685;0.21732172
0.142000004649162;0.006872885;1.00027382011952;0.21878417
0.151999995112419;0.0073740324;1.00029378615139;0.21878417
0.162000000476837;0.008008137;1.00031904928287;0.21966165
0.172000005841255;0.008396783;1.00033453318725;0.21966165
0.181999996304512;0.0088877035;1.00035409177291;0.22083163
0.19200000166893;0.009368396;1.00037324286853;0.22024664
0.202000007033348;0.009736586;1.00038791179283;0.22141661
0.211999997496605;0.0104627395;1.00041684221116;0.22112411
0.222000002861023;0.010769565;1.00042906633466;0.22229408
0.23199999332428;0.011383215;1.00045351454183;0.22258659
0.241999998688698;0.011996865;1.000477962749;0.22375654
0.252000004053116;0.012467331;1.00049670641434;0.22287907
0.261999994516373;0.012855976;1.00051219027888;0.22434154
0.272000014781952;0.013510536;1.00053826836653;0.22375654
0.282000005245209;0.013899182;1.00055375227092;0.22551149
0.291999995708466;0.014431012;1.00057494071713;0.22492652
0.301999986171722;0.0149219325;1.00059449930279;0.22609648
0.312000006437302;0.015453762;1.00061568772908;0.22580399
0.321999996900558;0.015965138;1.0006360612749;0.22726645
0.331999987363815;0.01636401;1.00065195258964;0.22609648
0.342000007629395;0.016793566;1.0006690663745;0.22755894
0.351999998092651;0.017611768;1.00070166406374;0.22668147
0.361999988555908;0.01783677;1.00071062828685;0.22843643
0.372000008821487;0.018368602;1.00073181681275;0.22814392
0.381999999284744;0.019002706;1.00075707992032;0.22960639
0.391999989748001;0.019268623;1.00076767422311;0.22843643
0.40200001001358;0.019902728;1.00079293737052;0.22960639
0.412000000476837;0.020495923;1.00081657063745;0.22843643
0.421999990940094;0.020812975;1.00082920219124;0.23048387
0.432000011205673;0.021477764;1.00085568780876;0.22989887
0.44200000166893;0.021927774;1.00087361649402;0.23106885
0.451999992132187;0.022459606;1.00089480501992;0.23019138
0.462000012397766;0.022868704;1.00091110374502;0.23136134
0.472000002861023;0.02333917;1.00092984741036;0.23077635
0.48199999332428;0.023973275;1.00095511055777;0.23194633
0.492000013589859;0.024423286;1.00097303928287;0.23165382
0.501999974250793;0.024883525;1.00099137549801;0.23223883
0.512000024318695;0.025568767;1.0010186759761;0.23223883
0.522000014781952;0.02584491;1.00102967768924;0.23223883
0.532000005245209;0.02654038;1.00105738565737;0.23077635
0.541999995708466;0.026836976;1.00106920223108;0.23165382
0.551999986171722;0.027450629;1.00109365055777;0.23194633
0.561999976634979;0.02789041;1.00111117171315;0.23399378
0.572000026702881;0.028412012;1.00113195266932;0.23457876
0.582000017166138;0.028943844;1.00115314119522;0.23487125
0.592000007629395;0.029312035;1.00116781015936;0.23370129
0.601999998092651;0.029874548;1.00119022103586;0.23457876
0.611999988555908;0.030334784;1.00120855713147;0.23370129
0.621999979019165;0.030866615;1.00122974561753;0.23428626
0.632000029087067;0.03129617;1.00124685936255;0.23428626
0.642000019550323;0.031868912;1.00126967776892;0.23516373
0.65200001001358;0.032421198;1.00129168119522;0.23487125
0.662000000476837;0.03299394;1.00131449960159;0.23633371
0.671999990940094;0.033382583;1.00132998338645;0.23545624
0.681999981403351;0.034026917;1.00135565406374;0.23691869
0.691999971866608;0.03438488;1.00136991553785;0.23574874
0.702000021934509;0.034967847;1.00139314131474;0.23633371
0.712000012397766;0.03540763;1.0014106625498;0.23633371
0.722000002861023;0.035959914;1.00143266589641;0.23604122
0.73199999332428;0.036481515;1.00145344681275;0.23545624
0.741999983787537;0.036808796;1.00146648589641;0.23633371
0.751999974250793;0.037309945;1.00148645199203;0.23662621
0.762000024318695;0.03811792;1.00151864223108;0.23838115
0.772000014781952;0.038220193;1.00152271685259;0.23691869
0.782000005245209;0.038987257;1.00155327717131;0.23867364
0.791999995708466;0.039570224;1.00157650294821;0.23779617
0.801999986171722;0.039692957;1.00158139270916;0.23779617
0.811999976634979;0.040460017;1.00161195286853;0.23662621
0.822000026702881;0.040950935;1.00163151135458;0.23838115
0.832000017166138;0.041237306;1.00164292055777;0.23779617
0.842000007629395;0.042014595;1.00167388824701;0.23779617
0.851999998092651;0.042352106;1.0016873349004;0.2372112
0.861999988555908;0.04296576;1.00171178326693;0.23808867
0.871999979019165;0.043374855;1.00172808187251;0.23750368
0.882000029087067;0.043845322;1.00174682557769;0.23867364
0.892000019550323;0.044479426;1.00177208868526;0.23808867
0.90200001001358;0.04491921;1.00178960996016;0.23867364
0.912000000476837;0.04541013;1.0018091685259;0.23779617
0.921999990940094;0.046013553;1.00183320928287;0.23867364
0.931999981403351;0.04635106;1.00184665577689;0.23838115
0.941999971866608;0.04704653;1.00187436374502;0.23896614
0.952000021934509;0.04732267;1.00188536533865;0.23750368
0.962000012397766;0.048048828;1.00191429593626;0.23838115
0.972000002861023;0.04837611;1.00192733505976;0.23808867
